,Name,DepTime,ArrTime,NetDuration,Stops,DepartureLoc,ArrivalLoc,Varient,Price
1535,Vistara,21:55,16:20,18h 25m,1 Stop,Mumbai,Chennai,UK-950/839,"13,705"
1536,Vistara,17:35,16:20,22h 45m,1 Stop,Mumbai,Chennai,UK-910/839,"13,705"
1537,Vistara,15:45,16:20,24h 35m,1 Stop,Mumbai,Chennai,UK-902/839,"13,705"
1538,SpiceJet,17:05,00:25,7h 20m,1 Stop,Mumbai,Chennai,SG-945/332,"14,228"
1539,SpiceJet,19:35,08:50,13h 15m,1 Stop,Mumbai,Chennai,SG-8158/8107,"14,355"
1540,SpiceJet,07:20,21:10,13h 50m,1 Stop,Mumbai,Chennai,SG-8152/8103,"14,355"
1541,SpiceJet,07:20,08:50,25h 30m,1 Stop,Mumbai,Chennai,SG-8152/8107,"14,355"
1542,SpiceJet,19:35,21:10,25h 35m,1 Stop,Mumbai,Chennai,SG-8158/8103,"14,355"
1543,IndiGo,09:10,15:15,6h 05m,1 Stop,Mumbai,Chennai,6E-5291/6006,"14,742"
1544,IndiGo,09:10,17:10,8h 00m,1 Stop,Mumbai,Chennai,6E-5291/276,"14,742"
1545,Air India,06:00,19:15,13h 15m,1 Stop,Mumbai,Chennai,AI-675/785,"15,603"
1546,Air India,18:35,08:55,14h 20m,2 Stop(s),Mumbai,Chennai,AI-637/532/439,"16,352"
1547,Vistara,06:30,16:20,9h 50m,1 Stop,Mumbai,Chennai,UK-928/839,"16,968"
1548,Vistara,06:00,16:20,10h 20m,1 Stop,Mumbai,Chennai,UK-954/839,"16,968"
1549,Vistara,22:45,09:50,11h 05m,1 Stop,Mumbai,Chennai,UK-986/833,"16,968"
1550,Vistara,21:55,09:50,11h 55m,1 Stop,Mumbai,Chennai,UK-950/833,"16,968"
1551,Vistara,12:25,20:15,7h 50m,1 Stop,Mumbai,Chennai,UK-952/837,"17,493"
1552,IndiGo,11:00,16:20,5h 20m,1 Stop,Mumbai,Chennai,6E-5343/182,"17,546"
1553,Vistara,10:45,22:45,12h 00m,2 Stop(s),Mumbai,Chennai,UK-877/880/835,"18,430"
1554,Vistara,06:20,22:45,16h 25m,2 Stop(s),Mumbai,Chennai,UK-873/880/835,"18,430"
1555,Vistara,19:20,16:20,21h 00m,2 Stop(s),Mumbai,Chennai,UK-875/830/839,"18,430"
1556,Vistara,19:20,16:20,21h 00m,2 Stop(s),Mumbai,Chennai,UK-875/860/839,"18,430"
1557,Vistara,10:45,16:20,29h 35m,2 Stop(s),Mumbai,Chennai,UK-877/830/839,"18,430"
1558,Vistara,10:45,16:20,29h 35m,2 Stop(s),Mumbai,Chennai,UK-877/860/839,"18,430"
1559,Vistara,10:45,16:20,29h 35m,2 Stop(s),Mumbai,Chennai,UK-877/870/839,"18,430"
1560,Vistara,10:45,16:20,29h 35m,2 Stop(s),Mumbai,Chennai,UK-877/880/839,"18,430"
1561,Vistara,06:20,16:20,34h 00m,2 Stop(s),Mumbai,Chennai,UK-873/860/839,"18,430"
1562,Vistara,06:20,16:20,34h 00m,2 Stop(s),Mumbai,Chennai,UK-873/870/839,"18,430"
1563,IndiGo,11:40,19:00,7h 20m,1 Stop,Mumbai,Chennai,6E-5357/7593,"18,543"
1564,Vistara,21:20,16:20,19h 00m,2 Stop(s),Mumbai,Chennai,UK-869/830/839,"18,745"
1565,Vistara,21:20,16:20,19h 00m,2 Stop(s),Mumbai,Chennai,UK-869/860/839,"18,745"
1566,Air India,18:35,12:40,18h 05m,2 Stop(s),Mumbai,Chennai,AI-637/532/429,"19,817"
1567,Vistara,06:00,22:45,16h 45m,2 Stop(s),Mumbai,Chennai,UK-845/816/835,"20,089"
1568,Vistara,10:25,16:20,5h 55m,1 Stop,Mumbai,Chennai,UK-994/839,"20,118"
1569,Air India,21:05,19:15,22h 10m,1 Stop,Mumbai,Chennai,AI-774/785,"20,433"
1570,Vistara,07:00,22:45,15h 45m,2 Stop(s),Mumbai,Chennai,UK-851/816/835,"20,614"
1571,SpiceJet,08:25,18:25,10h 00m,1 Stop,Mumbai,Chennai,SG-397/322,"21,015"
1572,Vistara,10:45,20:15,9h 30m,2 Stop(s),Mumbai,Chennai,UK-877/880/837,"22,218"
1573,Vistara,06:20,16:20,10h 00m,2 Stop(s),Mumbai,Chennai,UK-873/830/839,"23,793"
1574,Vistara,12:10,20:15,8h 05m,2 Stop(s),Mumbai,Chennai,UK-852/618/837,"24,495"
1575,Air India,13:00,19:30,6h 30m,1 Stop,Mumbai,Chennai,AI-677/537,"24,948"
1576,Air India,08:55,19:30,10h 35m,1 Stop,Mumbai,Chennai,AI-806/537,"24,948"
1577,Vistara,07:00,16:20,9h 20m,2 Stop(s),Mumbai,Chennai,UK-851/806/839,"25,473"
1578,Vistara,10:25,20:15,9h 50m,2 Stop(s),Mumbai,Chennai,UK-647/644/837,"28,571"
1579,Air India,05:55,08:55,27h 00m,2 Stop(s),Mumbai,Chennai,AI-649/480/439,"29,108"
1580,IndiGo,15:30,17:45,2h 15m,Non Stop,Mumbai,Trivandrum,6E-5336,"7,308"
1581,Air India,17:20,19:40,2h 20m,Non Stop,Mumbai,Trivandrum,AI-667,"7,308"
1582,IndiGo,00:20,06:55,6h 35m,1 Stop,Mumbai,Trivandrum,6E-6094/654,"7,308"
1583,IndiGo,05:35,13:05,7h 30m,1 Stop,Mumbai,Trivandrum,6E-136/563,"7,308"
1584,IndiGo,10:15,18:30,8h 15m,1 Stop,Mumbai,Trivandrum,6E-5307/998,"7,308"
1585,IndiGo,22:15,06:55,8h 40m,1 Stop,Mumbai,Trivandrum,6E-5279/654,"7,728"
1586,IndiGo,16:05,21:10,5h 05m,1 Stop,Mumbai,Trivandrum,6E-5314/6369,"8,148"
1587,IndiGo,11:10,21:10,10h 00m,1 Stop,Mumbai,Trivandrum,6E-6697/6369,"9,408"
1588,IndiGo,06:05,10:25,4h 20m,1 Stop,Mumbai,Trivandrum,6E-5352/688,"10,878"
1589,IndiGo,07:45,12:45,5h 00m,1 Stop,Mumbai,Trivandrum,6E-6293/6144,"10,878"
1590,IndiGo,06:05,12:45,6h 40m,1 Stop,Mumbai,Trivandrum,6E-5352/6144,"10,878"
1591,IndiGo,09:55,17:15,7h 20m,1 Stop,Mumbai,Trivandrum,6E-6478/6502,"10,878"
1592,IndiGo,22:40,07:10,8h 30m,1 Stop,Mumbai,Trivandrum,6E-5383/873,"10,878"
1593,IndiGo,07:45,17:15,9h 30m,1 Stop,Mumbai,Trivandrum,6E-6293/6502,"10,878"
1594,IndiGo,08:30,12:45,4h 15m,1 Stop,Mumbai,Trivandrum,6E-5287/6144,"11,036"
1595,IndiGo,11:45,17:15,5h 30m,1 Stop,Mumbai,Trivandrum,6E-5382/6502,"11,036"
1596,IndiGo,07:00,12:45,5h 45m,1 Stop,Mumbai,Trivandrum,6E-6463/6144,"11,036"
1597,IndiGo,08:30,17:15,8h 45m,1 Stop,Mumbai,Trivandrum,6E-5287/6502,"11,036"
1598,IndiGo,07:00,17:15,10h 15m,1 Stop,Mumbai,Trivandrum,6E-6463/6502,"11,036"
1599,IndiGo,20:30,07:10,10h 40m,1 Stop,Mumbai,Trivandrum,6E-739/873,"11,298"
1600,IndiGo,19:40,06:55,11h 15m,1 Stop,Mumbai,Trivandrum,6E-5231/654,"11,508"
1601,IndiGo,09:00,18:30,9h 30m,1 Stop,Mumbai,Trivandrum,6E-908/998,"13,188"
1602,Vistara,22:45,11:25,12h 40m,1 Stop,Mumbai,Trivandrum,UK-986/895,"14,377"
1603,Vistara,21:55,11:25,13h 30m,1 Stop,Mumbai,Trivandrum,UK-950/895,"14,377"
1604,Vistara,15:45,11:25,19h 40m,1 Stop,Mumbai,Trivandrum,UK-902/895,"14,377"
1605,Vistara,14:40,11:25,20h 45m,1 Stop,Mumbai,Trivandrum,UK-944/895,"14,377"
1606,Vistara,06:30,11:25,28h 55m,1 Stop,Mumbai,Trivandrum,UK-928/895,"14,377"
1607,Vistara,17:35,11:25,17h 50m,1 Stop,Mumbai,Trivandrum,UK-910/895,"15,217"
1608,Vistara,12:25,11:25,23h 00m,1 Stop,Mumbai,Trivandrum,UK-952/895,"15,217"
1609,Vistara,11:55,11:25,23h 30m,1 Stop,Mumbai,Trivandrum,UK-960/895,"15,217"
1610,Air India,07:05,17:45,10h 40m,2 Stop(s),Mumbai,Trivandrum,AI-635/801,"17,178"
1611,Air India,18:00,17:45,23h 45m,1 Stop,Mumbai,Trivandrum,AI-660/801,"17,808"
1612,Air India,16:00,17:45,25h 45m,1 Stop,Mumbai,Trivandrum,AI-687/801,"17,808"
1613,Air India,15:25,17:45,26h 20m,2 Stop(s),Mumbai,Trivandrum,AI-442/801,"17,808"
1614,Air India,13:00,17:45,28h 45m,1 Stop,Mumbai,Trivandrum,AI-677/801,"17,808"
1615,Air India,05:45,17:45,36h 00m,2 Stop(s),Mumbai,Trivandrum,AI-633/482/801,"19,962"
1616,Air India,18:35,17:45,23h 10m,2 Stop(s),Mumbai,Trivandrum,AI-637/532/801,"20,394"
1617,Vistara,07:30,11:25,27h 55m,1 Stop,Mumbai,Trivandrum,UK-930/895,"20,748"
1618,Vistara,06:00,11:25,29h 25m,2 Stop(s),Mumbai,Trivandrum,UK-845/816/895,"20,929"
1619,Vistara,10:45,11:25,24h 40m,2 Stop(s),Mumbai,Trivandrum,UK-877/870/895,"20,950"
1620,Vistara,10:45,11:25,24h 40m,2 Stop(s),Mumbai,Trivandrum,UK-877/880/895,"20,950"
1621,Vistara,06:20,11:25,29h 05m,2 Stop(s),Mumbai,Trivandrum,UK-873/870/895,"20,950"
1622,Vistara,06:20,11:25,29h 05m,2 Stop(s),Mumbai,Trivandrum,UK-873/880/895,"20,950"
1623,Vistara,10:25,11:25,25h 00m,1 Stop,Mumbai,Trivandrum,UK-994/895,"20,958"
1624,Vistara,08:45,11:25,26h 40m,1 Stop,Mumbai,Trivandrum,UK-970/895,"21,273"
1625,Air India,06:00,17:45,11h 45m,2 Stop(s),Mumbai,Trivandrum,AI-675/402/801,"21,308"
1626,Vistara,07:00,11:25,28h 25m,2 Stop(s),Mumbai,Trivandrum,UK-851/816/895,"21,454"
1627,Vistara,19:45,11:25,15h 40m,1 Stop,Mumbai,Trivandrum,UK-940/895,"21,483"
1628,Vistara,18:30,11:25,16h 55m,1 Stop,Mumbai,Trivandrum,UK-996/895,"21,483"
1629,Vistara,06:00,11:25,29h 25m,2 Stop(s),Mumbai,Trivandrum,UK-845/814/895,"21,685"
1630,Vistara,11:25,11:25,24h 00m,2 Stop(s),Mumbai,Trivandrum,UK-841/848/895,"22,084"
1631,Vistara,11:25,11:25,24h 00m,2 Stop(s),Mumbai,Trivandrum,UK-841/856/895,"22,084"
1632,Vistara,16:00,11:25,19h 25m,2 Stop(s),Mumbai,Trivandrum,UK-853/814/895,"22,210"
1633,Vistara,10:45,11:25,24h 40m,2 Stop(s),Mumbai,Trivandrum,UK-877/890/895,"22,210"
1634,Vistara,07:00,11:25,28h 25m,2 Stop(s),Mumbai,Trivandrum,UK-851/814/895,"22,210"
1635,Vistara,06:20,11:25,29h 05m,2 Stop(s),Mumbai,Trivandrum,UK-873/890/895,"22,210"
1636,Vistara,17:30,11:25,17h 55m,2 Stop(s),Mumbai,Trivandrum,UK-849/814/895,"23,260"
1637,Air India,21:00,17:45,20h 45m,2 Stop(s),Mumbai,Trivandrum,AI-683/884/801,"23,373"
1638,Vistara,14:05,11:25,21h 20m,2 Stop(s),Mumbai,Trivandrum,UK-775/708/895,"24,982"
1639,Air India,06:10,17:45,11h 35m,2 Stop(s),Mumbai,Trivandrum,AI-603/505/801,"25,578"
1640,Air India,21:05,17:45,20h 40m,2 Stop(s),Mumbai,Trivandrum,AI-774/402/801,"25,928"
1641,Air India,21:05,17:45,20h 40m,2 Stop(s),Mumbai,Trivandrum,AI-774/763/801,"25,928"
1642,Vistara,17:50,11:25,17h 35m,2 Stop(s),Mumbai,Trivandrum,UK-823/838/895,"27,888"
1643,Vistara,16:00,11:25,19h 25m,2 Stop(s),Mumbai,Trivandrum,UK-853/802/895,"27,888"
1644,Vistara,16:00,11:25,19h 25m,2 Stop(s),Mumbai,Trivandrum,UK-853/818/895,"27,888"
